src,dst
522,532
532,522
523,533
533,523
563,566
566,563
825,830
830,825
1017,1018
1018,1017
2070,2072
2072,2070
2071,2073
2073,2071
2486,2489
2489,2486
2490,2491
2491,2490
3014,3017
3017,3014
3423,3426
3426,3423
4127,4128
4128,4127
4698,4699
4699,4698
4708,4712
4712,4708
4786,4789
4789,4786
4870,4871
4871,4870
5855,5856
5856,5855
6068,6071
6071,6068
6080,6081
6081,6080
6373,6374
6374,6373
6595,6596
6596,6595
8663,8664
8664,8663
8670,8674
8674,8670
8928,8931
8931,8928
8967,8968
8968,8967
9237,9238
9238,9237
9319,9323
9323,9319
10294,10295
10295,10294
10631,10634
10634,10631
10715,10718
10718,10715
11408,11414
11414,11408
11589,11590
11590,11589
11964,11967
11967,11964
11997,12001
12001,11997
12026,12031
12031,12026
12066,12071
12071,12066
12099,12103
12103,12099
12130,12133
12133,12130
14124,14125
14125,14124
14298,14300
14300,14298
14546,14548
14548,14546
15727,15732
15732,15727
16394,16395
16395,16394
16397,16400
16400,16397
16403,16407
16407,16403
16404,16408
16408,16404
18579,18580
18580,18579
18582,18585
18585,18582
18588,18592
18592,18588
18589,18593
18593,18589
18797,18798
18798,18797
18803,18809
18809,18803
18851,18854
18854,18851
18861,18865
18865,18861
18868,18872
18872,18868
18869,18873
18873,18869
18891,18892
18892,18891
18894,18897
18897,18894
18907,18910
18910,18907
19157,19158
19158,19157
19278,19281
19281,19278
19560,19561
19561,19560
19565,19569
19569,19565
19567,19572
19572,19567
20546,20548
20548,20546
21022,21023
21023,21022
21770,21771
21771,21770
21780,21784
21784,21780
24026,24030
24030,24026
24202,24205
24205,24202
24470,24471
24471,24470
24821,24823
24823,24821
24833,24836
24836,24833
24984,24988
24988,24984
25529,25534
25534,25529
25839,25842
25842,25839
25923,25926
25926,25923
26693,26694
26694,26693
26705,26711
26711,26705
27541,27544
27544,27541
27712,27717
27717,27712
28594,28595
28595,28594
28649,28653
28653,28649
28663,28664
28664,28663
29346,29349
29349,29346
29610,29613
29613,29610
29612,29615
29615,29612
31017,31021
31021,31017
31025,31027
31027,31025
31668,31672
31672,31668
31669,31673
31673,31669
31721,31725
31725,31721
31783,31784
31784,31783
32008,32012
32012,32008
32350,32354
32354,32350
32370,32373
32373,32370
33651,33655
33655,33651
34531,34534
34534,34531
34550,34551
34551,34550
35102,35106
35106,35102
35168,35172
35172,35168
35315,35318
35318,35315
36217,36223
36223,36217
36521,36522
36522,36521
36782,36783
36783,36782
37085,37089
37089,37085
37163,37165
37165,37163
37164,37166
37166,37164
38064,38065
38065,38064
38625,38626
38626,38625
40676,40679
40679,40676
40708,40716
40716,40708
41911,41912
41912,41911
42741,42743
42743,42741
43006,43007
43007,43006
43146,43150
43150,43146
43162,43165
43165,43162
43171,43172
43172,43171
43177,43183
43183,43177
43188,43190
43190,43188
43189,43191
43191,43189
43451,43456
43456,43451
45151,45152
45152,45151
45160,45164
45164,45160
45370,45377
45377,45370
46640,46641
46641,46640
47962,47964
47964,47962
48127,48131
48131,48127
49174,49180
49180,49174
49581,49582
49582,49581
49593,49599
49599,49593
49838,49844
49844,49838
